comment,Label
Ko hiểu sao mà có điện thoại và dây sạc mà ko có cái cục sạc và tai nghe quá tệ,-2.0
Đồng hồ không có dạng quang như quảng cáo. chất lượng ko giống qc nhưng bù lại giá rẻ dùng tạm nên cho 2* không chỉ có 1*,-1.0
hàng đúng chuẩn VN/A tuy nhiên đã yêu cầu bên shop gửi hoá đơn. và theo phản hồi từ 3 tới 5 ngày nhưng chờ 1 tuần vẫn không thấy. cảm thấy shop làm ăn hoá đơn chứng từ không rõ ràng. đánh giá 2** cho việc phục vụ này,-1.0
Chất lượng sản phẩm  kém,-2.0
"Order 5 ngày shop mới đóng gói, đvvc tới lấy hàng cũng lâu . Ib mãi mới có người trả lời, mà như là trả lời tự động 
Tai nghe kết nối thử thì nghe ổn, để nghe thêm vài ngày xem sao",-1.0
Ship hàng hơi lâu thì shop trong nước lần trước mình mua màu trắng thì khá ưng có điều mình đeo ko hợp nên mk mua màu đen thì mặt bị xước không có miếng dán như lần trước mình mua,-1.0
Dây bị lệch,-2.0
Vừa nhận xong.mặt hơi xước.gia công không ok lắm nhưng với giá tiền thì có lẽ tạm chấp nhận được.ai kĩ tính thì nên cân nhắc,-1.0
Hi,0.0
Tiền nào của nấy,0.0
Thời gian giao hàng lâu. Shop thì giao nhầm hàng nhưng đc cái vẫn chấp nhận nhận đổi trả. Mặc dù quá trình đổi trả cũng lâu. Mình k nhắc thì chắc shop cũng quên luôn đơn đổi trả của mình,-1.0
Hàng ko chất lượng,-2.0
"Hàng bình thường, gói sơ sài, ship lâu, lại còn để dây dời thế này ai biết lắp như nào. Loay hoay tý gãy chốt nên vứt cho con em chơi r",-2.0
Shop giao sai mẫu với đồng hồ bị hư cũng có đổi trả chuyển trả tiền đồng hồ shop nói chịu tiền ship nhưng k chuyển trả tiền ship với làm việc chậm trễ lắm,-2.0
Tạm ổn nhưng hộp sạc rất nhanh hết pin. Nếu ko sửa dụng để trong vòng 24h vẫn bị mất khoảng 30% pin.,0.0
"Mình có mấy đánh giá thế này các bạn mua sau lưu ý nhé:
1: shop CSKH RẤT TỆ. Mình nhắn tin hỏi time giao hàng và bảo hành nhưng không ai rep mặc dù có nhân viên join trò chuyện
2: mình có đọc 1 số review thì may mắn mình nhận hàng đóng gói đẹp không móp, tai nghe chưa active, hộp đẹp, logo in nổi",0.0
Robert Lewandowski đến Dortmund vào hè 2010 để thay thế Lucas Barrios. Anh ngay lập tức trở thành họng pháo chủ lực khi góp công đưa Dortmund giành cú đúp danh hiệu quốc nội dưới thời Jurgen Klopp vào năm 2012,0.0
"Shop gửi hàng nhanh, nhưng hoá đơn điện tử thì yêu cầu cả nửa tháng k thấy gửi, kêu liên hệ bp kế toán mà cũng k có thời gian hẹn cụ thể, k liên hệ vs khách hàng. Mall mà dịch vụ chăm sóc kém. Đơn tiền triệu mà chăm sóc k bằng mấy shop đơn 1-200k",-2.0
"huhu, mình đặt màu đen shop giao màu xanh:((",-2.0
"Tai nghe nhỏ gọn xinh, nhưng mà bên trái k có nghe dc, cũng tạm th",1.0
"Sản phẩm tốt, đóng gói cận thận. Tuy nhiên dịch vụ vận chuyển quá chậm, ai mua nên cân nhắc về thời gian nhận hàng. Cũng may có chị shipper support nhiệt tình",2.0
Mới mua đã bị đơ phải ra tiệm sửa giao hàng thì lâu sẽ không bao giờ mua lại shop này,-2.0
"Chất lượng sản phẩm:haiz

Shop giao siêu nhanh nhưng mua 3 cái bị hư 1 ko bao nhiêu tiền làm biếng đổi",-1.0
"Trông như đồ hàng mã, khó sử dụng",-2.0
"Hàng chính hãng, chuẩn.
Nhưng khâu đóng gói hàng quá lâu. Và khâu này do shoppe chịu trách nhiệm. Mua từ 14 đến 18 mới giao cho dvvc. Nên mình có lẽ mua sản phẩm cuối cùng ở shoppe thôi
Sau 3 tuần sử dụng. 
Đã lên ios 15.4. Sạc 20w cực nóng máy nhưng được cái 1p 1%",0.0
"Giao hàng khá chậm. Đặt chủ nhật mà tới trưa thứ năm mới nhận dc hàng.

iphone đẹp lung linh. Chạy rất mượt.",2.0
"Màn xước,",-2.0
"Loa âm bass nghe rất ổn trong tầm giá, nhưng shopee express giao hàng siêu rùa bò",2.0
"Đóng gói cẩn thận, sản phẩm tốt.
Nhưng giao hàng thì phải gọi là kinh khủng.
Đặt từ 7/6 thì tới cuối ngày 9/6 mới bắt đầu giao hàng. Và giao hàng thì lâu ghê gớm, tận 18/6 mới nhận được hàng.
Nhắn tin cho shop thì chỉ nhận đc những câu trả lời tự động, ko hề có nhân viên chát lại hỏi han gì.",1.0
"Đến bây giờ vẫn chưa hề nhận được món hàng nào,không biết là lỗi do shop.hay bên shipper nữa",0.0
"Dt như bị lỗi, k vào được chome,1 số ứng dụng trong máy  bị giật , xài cũng tạm, ib hỏi shop k trả lời nên cho 2✨",-2.0
"Đồng hồ mua về vứt đi, k chạy",-2.0
"Chất lượng thì ok. Iphone chính hãnh fpt ko có gì phải than phiền cả. 
Bên shop gói hàng lâu, được cái lễ phép và nhiệt tình.
Nhưng bên jt express đúng là chán luôn. Shipper ko nói ko rằng tự ấn khách hẹn lại ngày dù chưa nhận đc cuộc gọi nào. Muốn bóc tận tay ship ko hỗ trợ, bảo a ko lấy e mang về.",1.0
K có bass,-2.0
Hàng fullbox chính hãng VNA lun. Nhưng kho shopee xử lý quá lâu. Chán nhất vẫn là khâu xử lý giao hàng của kho Smart. Với cả lúc giảm giá thì tồn kho màu xanh toàn bị lỗi. Làm mình không mua được giá rẻ. Đã mua hai lần thì thấy vận chuyển JnT express giao nhanh hơn Shopee Express quá nhiều.,-1.0
"Giao máy trầy cho khách không kiểm tra . Em đợi bao ngày là thật vọng , nhờ shop giải quyết giúp em",-2.0
"Dùng cũng tạm coi đc thôi, nhưng thực sự thì mình cảm thấy không đáng tiền lắm, âm thanh còn kém hơn cả loại bluetooth 100k mình từng mua nữa😞",-1.0
"Sản phẩm kém, chỉnh giờ không được
Quá tệ, mn ko nên mua, tiền nào của nấy
Mua về bỏ phí
Thà thêm tiền mua đồ chính hãng chất lượng
Ko nên mua",-2.0
"Đồng hồ rất khó chỉnh thông số, mình đã xem clip nhưng vẫn ko chỉnh được. ",-2.0
K phản quang,-2.0
Chống nước mà vẫn vào nước đc .chưa kịp cho con đeo đã hỏng rùi,-2.0
Đồng hồ mua về cái đã đứt dây quai ☹️☹️☹️ quá thất vọng may còn mua 2 cái đề phòng chứ không sát ngày thi hơi toang :)),-2.0
"shop hỗ trợ tư vấn sd nhiệt tình, nhưng cố gắng hoài cũng k gài được laii sau khi chỉnh dây, nói chung dây gài khó sử dụng mong shop cải thiện. Đồng hồ đẹp, mà phải đi thay dây mới để dùng.",0.0
Không nên mua,-2.0
Uưuuzơsufypxyfucugigugugufgugufyxycucucucucugugigigigiho,0.0
Hàng lởm đến nỗi lắp pin vào không đóng được nắp đằng sau vào được. Chuyển kênh bấm như gãy cả nút ... Rởm quá đáng,-2.0
"Vẫn chưa nhận được hoá đơn điện tử mặc dù đã yêu cầu nhiều lần
Đóng gói đa phần là xốp vụn, hộp bị cấn hằng dấu.
Đã nhận hàng thành công nhưng nhắn tin để được hỗ trợ thì vẫn chưa được trả lời.
Sản phẩm thì ok, đôi lúc hơi lag giật chút.",-1.0
Chán shop thật.hình ảnh quảng cáo thì BN mà giao về lại AA.thất sự thất vọng,-2.0
Loa bị móp. Nghe bị rè.,-2.0
"Tuy shop ở xa, ship lâu nhưng mà khi nhận hàng k được hài lòng lắm ạ, của em bị mất nét, làm thế nào để lấy lại nét chỉ cho e với ạ",1.0
Không bấm được số,-2.0
"Đáng ra chỉ cho 1 sao nhưng do tai nghe không bị gì nên lên 2 sao .
* Về việc đóng gói đã có nhiều người phàn nàn về việc đóng gói ẩu nhưng shop vẫn không thay đổi , chỉ có mỗi lớp bọc ngoài sơ sài . Đáng ra nên dùng bìa cứng hoặc xốp mà lót ngoài chống sốc. Sản phẩm không có dán tem. ",-1.0
Chất lượng quá kém,-2.0
"Sản phẩm thật sự không tốt nha mn.Dây đồng hồ rất cứng, chỗ cài không chắc chắn. Với mức giá này thì thật sự chất lượng quá tệ🙂",-2.0
"shop giao sai màu!
đặt 2 cái màu xanh nhưng hàng giao về màu đen",-2.0
"Loa nhỏ xíu, mặt kính bị trầy xước rất nhiều, âm thanh nhỏ, bật max volume thì bị rè, nói chung thất vọng lần mua này.",-2.0
"Giao hàng lâu, đặt màu đen nhưng shop lại giao mày bạc, miếng dán màn hình bị trầy sước",-2.0
"Ntin shop 3 ngày trloi 1 lần theo kiểu ko đọc yêu cầu của khách.  Nhắn mãi, nhắn mãi ko hồi âm luôn. Ko hiểu thế này thì bán buôn kiểu gì",-2.0
Nút bấm nhựa ko được chất lượng. Kèm pin nên cũng tạm hài lòng,-1.0
Bị vỡ mặt kính đồng hồ,-2.0
"Tai nghe kh đc khớp lắm, có lỗi nhỏ, kh biết được trả hàng không, chứ mình khá kỹ tính mà nhìn cái tai nghe không khớp ngứa con mắt thật sự :) dù sao cũng gần 5tr",-2.0
Mới mở ra mà loa đã xước như mặt giặc. Giá trị hàng không lớn nên cũng chẳng buồn nhấn trả hàng hoàn tiền cho lằng nhằng.,-2.0
"Mới đầu mua đánh giá 4 sao vì mua 2 mẫu khác nhau, giá gấp đôi nhau, mà shop giao 2 cái y đúc nhau ko phân biệt đc. Sau 2 tuần sd quay lại đánh giá 2 sao vì mới dùng đã hư mất 1 bên tai. Nản",-2.0
Mình order dây màu cam mà shop lại giao màu nâu đất thế này. Dây màu đỏ thì oke ạ,-1.0
"Mua tặng người thân 
Nhưng vấn để mới sử dụng 1 ngày đã bị đứng màn hình - có cuộc gọi đến hoặc tất ca cuộc gọi đến bị đưng màn hình không chạm được …. 😢 mua tặng máy mới khui hộp vẫn ko hiểu sao lại bị tình trạng như vậy …!? Ít ra cung phai đc 6-7 tháng ko nói đằng nay mình mua tặng quà",-2.0
Đồ hàng mã quá,-2.0
Mặt đồng hồ khờn quá nhiều hgfgjufbjgnvvgyjshsbbsnsbbvsvss,-2.0
Sản phẩm rất đẹp nhưng ko chỉnh đc giờ,-1.0
Sản phẩm chính hãng giao hàng nhanh. Giá tốt. Mình yêu cầu hoá đơn nói gửi cho mình trong 3-5 ngày lv. Nhưng tới ngày t5 vẫn chưa gửi. Nay là ngày thứ 9 luôn rồi. Nên mua xài thì dc chứ lấy hoá đơn thì nên cân nhắc,1.0
Mua cái dây đeo mà không có nút cài. BuỒn ơi là sầu?,-2.0
"Loa nghe bị giãn đoạn 
",-2.0
Shop đề là 7-9 ngày là có hàng mà mãi tận 20 chục ngày mới có hàng nhưng bù lại tai nghe chất lượng chất âm hơi nhỏ chơi game bị delay hơi nhiều giá thành v là ổn rồi ạ,2.0
"Mua dây mibanb 3,4 giao mibanb 2 k hài lòng rồi nha shop ơi. Dây nâu thì đẹp cho shop 2*",-1.0
Giao hàng quá chậm trễ. 1 sao,0.0
Giao hơi lâu tận 10 ngày,0.0
Đồng hồ vô nước dùng tạm đượcccccccccccccccccccccccccccc,1.0
"Dây thì ok so với giá tiền 
Nhưng đề nghị shop đổi đơn vị vận chuyển 
Shippe thái độ ko tôn trọng khách hàng",2.0
"Vận chuyển chậm, sai giờ",0.0
"Đóng gói và giao hàng quá chậm. 
Lần đầu tiên đặt đơn hàng 10 ngày mới giao tới. 
Không cho chọn đơn vị giao hàng khác ngoài shopee express.",0.0
"Được nhưng hình như đã qua sd,bị xước ,bấm rất khó mà đèn ko đổi màu đc.lần t2 mua ở shop mà hơi thất vọng",-2.0
"Máy dùng nhanh hết pin, cảm ứng chậm với ko nhạy",-2.0
Sản phẩm nhận giống như hình nhưng không dùng được.,-1.0
"Tai nghe có rãnh hở rất to, như hàng bị lỗi... 2-3 tuần r vẫn không nhận được phiếu bảo hành điện tử!
Khó hiểu thật sự vì tsao giấy bảo hành + hoá đơn lâu như vậy!!!???",-2.0
"tai nghe ổn nhưng mic hơi bị ngáo đá 
lúc được lúc không",0.0
"Giao lâu , customer service lâu",-1.0
Hàng hơi xước và khó gài quá,-2.0
"Mua 3 dây thì 2 dây bị lỗi,",-2.0
"Sản phẩm hoàn toàn không có Bluetooth.
Làm ăn lươn lẹo... Hổ trợ thì đợi 8 10 tiếng 1tn.
Gần 1 tuần mới gợi ý đổi trả.
Dùng từ ""Shop lớn"" mà thế cơ á...
Yêu cầu đổi đánh giá 5Sao mới tiến hành đổi trả.
Lỗi thuộc về sản phẩm và yêu cầu khách hàng gửi toàn bộ đầy đủ khi nhận, đánh giá tốt thì đổi cho.",-2.0
Không giống trên hình ?,-2.0
"Trả tiền nhận tại Door nhưng phải ghé Bưu cục lấy. Vì bên VC nói là ""Rule"" và bưu cục mới có camera để đồng kiểm. Cũng may là mua  điện thoại. Mua iMac không biết chở kiểu gì.",-2.0
"Sử dụng chưa được 2 tuần đã ko nghe đc bên tai trái rồi. Đến bh thì cắm tai nghe ko vào đc rồi.
Quá chán với chất lượng sp",-2.0
"Shop gửi thiếu miếng dán hình miband 4, dây không có vỏ bọc, màu nhạt hơn ảnh. Dây bị cứng",-2.0
Giao hàng siêu lâu. Loa nghe tạm ổn.,1.0
"Mua lần 3, lần này không hài lòng.
Sq ko có lớp bảo vệ, bị trầy,...
Vì mua dùm mà ng ta kl nói gì nên mình cũng ko sao,...
Cho 2 sao lần sau shop nhớ coi hàng kĩ hộ mình ạ...:(
",-2.0
"Dùng đc 4 ngày máy bắt đầu lag, load chậm. Nên cân nhắc khi mua máy. DbndkaksbfbjsjsdbbdnskzbxxbxbxbbxbxnxnznxbxbxbNnzxbxbjfjdjdjdj",-2.0
"Đồng hồ bấm lúc lên lúc không với lại bị mờ... 
 Thôi thì đành chấp nhận ạ......sjsjwijxjwowjskxjajxisowkekekeoejnxkeowhboeke",-2.0
"Pin quá kém 
J mà ms xong mở nhạc nghe chưa tới 30p là hết pin
Hàng thì đẹp
",-1.0
"Lần đầu trải nghiệm đập hộp sản phẩm của apple mà không thể nào tệ hơn. Chất lượng build sản phẩm quá tệ với mức giá không hề rẻ, sản phẩm nhận được tai to tai nhỏ nhìn 2 cái cảm biến nhô lên không đồng đều  + tai nghe hoàn thiện ko liền mạch các khớp nối nổi lên dễ bám bẩn và không hề pro tý nào",-2.0
Âm thanh hơi nhỏ,-1.0
Hơi ổn,1.0
Giao bị thiếu 1 dây đeo shop ơi,-1.0
"Đặt màu xanh mà shop giao màu trắng, nên thấy hơi thất vọng.",-2.0
"Mua lần thứ 3 rồi nhưng chất lương ngày càng kém, thật sự kém. Lần đầu mình mua tai rất ok, phải nói là ko kém gì hàng theo máy, nma lần 2 và lần này tai nghe oang oang, hoco cũng có tiếng nma chất lượng hàng ngày càng đi xuống, nốt lần này là cạch ko dám quay lại, quá thất vọng",-2.0
Xấu quá,-2.0
Cực kỳ thất vọng về sản phẩm chẳng những không đúng h mà còn không thể sửa mẫu mã thì tệ với giá tiền đấy mình không đòi hỏi quá cao nhưng mình không nghĩ là nó lại tệ đến mức như thế,-2.0
"Tai nghe k bền, hỏng nhanh ,… phù hợp giá tiền ……………………………:.::",-1.0
"Nhận hàng nhanh, nghe 1-2 ngày đầu hơi bị ngộp chứ ko vang, sang ngày thứ 3 thì giật lắm luôn, cứ như đĩa xước ngày xưa ( tưởng hết pin nhưng k phải vì đã sạc full trước đó), này là lỗi của sp nên chỉ đánh giá đc 2* thôi, shop thông cảm",-2.0
Sao không chỉnh giờ đc v ạ,-1.0
"Nhìn hình đẹp v chứ ở ngoài xấu lắm mng 
Không thấy đẹp lắm đâu, ảnh mang tc lấy xu thôi mng thông cảm nhé!!!!!",-2.0
"đặt tên sản phẩm bằng mã giảm giá nhưng lại không áp dụng mã này được, chỉ áp dụng cho máy giặt, tủ lạnh",0.0
Loa kém chất lượng. Dùng được 2 ngày bị lỗi mất tiếng. Liên hệ shop ko được xử lý. Thất vọng😥,-2.0
Tiếng loa quá bé ! Chắc đủ nghe trong phòng 10m :))),-2.0
Hàng bị chấm kim ở viền minh mua 2 cây rồi vây nao cũng bị a e chú ý nhé hang lazada mua tổ hơn nhé moi nguoi,-2.0
Giao hàng chậm lần nào cũng đợi 5-6 hôm mới nhận đc hàng.  Sp phù hợp với giá tiền,1.0
"Mình mua thanh toán trước qua ShopeePay, nhận hàng thì máy cũ, nứt màn hình mn ạ, thôi cũng chỉ có hơn 100k nên mình xem như xui !",-2.0
"Shop k đưa kèm phiếu bảo hành, còn tai nghe dungg tạm ổn, phản hồi khách hàng chậm",1.0
"Dùng 3 ngày đã sai giờ, nút bị liệt, khó bấm, không hề đáng tiền nha mn, nên lựa shop hoặc sp khác chứ đừng dại dột mua thử nha",-2.0
"Quá đắt so với giá tiền, chất lượng bt, dùng hay đơ, đánh giá chủ yếu để rlấy xu 🤣Quá đắt so với giá tiền, chất lượng bt, dùng hay đơ, đánh giá chủ yếu để rlấy xu 🤣Quá đắt so với giá tiền, chất lượng bt, dùng hay đơ, đánh giá chủ yếu để rlấy xu 🤣😂",-2.0
Cs nhận hàng dc âu mà kêu là giao hàng thành công,-2.0
"Loa nghe ổn, to nhưng mà chỉ dùng khi cắm sạc, rút ra thì coi như mất. Shop cũng nói trả hàng hoàn tiền nhưng mình ngại rắc rối với đổi trả nên thôi dùng tạm.",1.0
Màn hình bị xước,-2.0
"Mình nhận đc hàng và phản hồi với shop mà shop ko trả lời,đặt 4 cái thì đc 1 cái sắc nét,còn lại led mờ,xấu",-2.0
Hàng đã kích hoạt bảo hành.. và ko kích hoạt được trên wed.. ra tiệm mà mua cho lành....!!!!!,-2.0
"Nội thành mua điện thoại mà đợi ship mất 3 ngày. Bên Tiki hỏa tốc luôn ấy, biết vậy mua Tiki.
NV CSKH Hồng Oanh ko biết có đọc câu hỏi ko, nhắn hỏi có tí mà copy câu trả lời mẫu dài mấy trang đọc mệt nghỉ vẫn ko đúng trọng tâm.
Gói hàng hơi ẩu, cứ tưởng bị ai bóc rồi.",-2.0
Dùng như cứt về ấn ko lên :)) được mỗi anh shiper vui tính :)),-2.0
Loa nhận về đã bị bể hên mở lên test thì xài vẫn được :( mọi người mua hàng tốt nhất lúc khui hàng quay video để hư hao có cái gửi khiếu nại. Mình khui ra thấy bể mới quay video test loa nên k có video khui seal 😂,-2.0
"Lâu lắm r mua shoppe mới bị fail như này , loa Bluetooth ko dùng đc mà hình như là hư loa luôn vì coi clip thấy có giọng nói mà mình ko hề có. Coi giờ thì ok",-2.0
"Tạm ổn ạ, mà gọi zalo thì bị out và ko nghe đc",1.0
"Chất liệu:kim loại
Màu sắc:bạc
Đúng với mô tả:gần đúng, dây lỗi

Dây đeo k ôm tay, 1 bên dây mắt xích quá khít nên khó gập, có thể do đồng hồ này lỗi",-1.0
bass chán lắm,-2.0
Đã nhận hàng hình thức đẹp nhưng quảng cáo mặt trống sước mà xước lung tung cho 2 sao,-1.0
Khá,1.0
"shop giao hàng nhanh, nhưng hoá đơn cần gửi liền khi người bán mua và cskh cần trả lời khách",-1.0
"- Trải nghiệm mua sản phẩm này không được tốt: đặt mua ngày 28/1, dự kiến giao hàng ngày 5/2 mà phải nhắn tin gọi điện năm lần bảy lượt mãi đến 10/2 mới giao. Rồi yêu cầu hóa đơn điện tử từ 10/2 đến nay 10 ngày rồi cũng chưa thấy gì!
- Hàng chính hãng, nguyên seal!",1.0
Làm đầy đủ các bước để thay đổi giờphútngàytháng nhưng lúc ấn nút 1 để áp dụng thì k được máy lại quay về 12:00:00. Mình phải canh đúng 12 giờ set up để máy chạy bình thường. Chuyển chế độ để chỉnh cũng khó vì bấm hoài mà chỗ giây k nhấp nháy. Thâu dây cứng. Nhưng giá hơn 100k k đòi hỏi nhiều.,-1.0
Loa rè,-2.0
"Chất lượng sản phẩm:Hộp lỏng lẻo
Tính năng nổi bật:ko hiển thị còn bao nhiêu pin 🔋

Giá vậy là mắc quá so với chất lượng mng ơi ko xứng đáng đừng mua",-2.0
hàng khi giao bị móp méo và bị vỡ,-2.0
"Thời gian tai nghe tụt pin tính bằng phút, 1 bên tai nghe khi dùng còn bị nóng rát ko đeo được, chỉ sợ bị nổ 😂",-2.0
Shop giao sản phẩm sai hàng lỗi thất vọng thật sự mà cong là shopee mail,-2.0
Bấm điều khiển dùng được nhé. Phím sẽ cứng. Phù hợp với giá tiền! Giao thiếu hàng. Liên hệ shop để giải quyết nhưng sau cùng không thấy shop phản hồi gì nữa!,1.0
Dây màu ko giống hình nhìn rất xấu,-2.0
"Hàng mã VN/A, đóng gói cẩn thận tuy nhiên không biết bảo hành thì thế nào? Máy tự kích hoạt và bảo hành điện tử hay phải có hóa đơn điện tử của bên bán? Chat không thấy ai phản hồi.",-1.0
Đặt đen về trắng k hiểu nổi,-2.0
Dây đeo cứng,-2.0
"Sản phẩm giao nhanh hơn dự kiến, check imei chuẩn Apple. Kích hoạt được từ ngày mua. Tuy nhiên khi liên lạc vì thấy sản phẩm hơi cọc cạch thì ko nhận được hồi âm từ shop",1.0
Kết nối chập chờn.,-2.0
Giao lâu,0.0
"Update: Sau khi dùng 2 tuần đã gặp lỗi chập chờn mic thu âm và bị reset counter không rõ lý do . Thất vọng về sản phẩm, giờ không biết có được đổi lại máy không nữa hic ?",-2.0
"Hàng tốt niêm phong , bao bì cẩn thận nhung khi mở hàng thì tai nghe thiết kế chưa đc liền nhau , bị các đường đen lộ rõ ở phần gần nút cao su và 1 tháng r vẫn chưa nhận đc hoá đơn để bảo hành , liên lạc nhiều lần nhưng vẫn nhận đc câu tl là chưa có
",-2.0
Mình dò máy Mitsubishi ko ra Ad ơi :(,-2.0
"Mặt kính thấm đọng hơi nước.
Nhìn mặt kính mờ không rõ nét.
Chưa hài lòng sản phẩm.",-2.0
Giao hàng quá lâu,0.0
Đồng hồ hơi trầy xước màn hình,-2.0
Product is good but took 12 days to deliver. I had to go to the post office to remind them to deliver it to me.,0.0
Đóng gói lỏng lẻo.shop không tôn trọng khách hàng.sp không giống hình:)),-2.0
"Nhìn đẹp nhưng chất lượng âm thanh rất kém, tai to tai nhỏ và nghe rất chói( mới nghe thử 3 ngày)",-1.0
Đồ mủ bị trầy xước. Tầm giá này không đòi hỏi gì nhiều. Mua cho con chơi,-1.0
Hàng kém chất lượng,-2.0
Mình đặt mua và nhận đã lâu lắm rồi mà không thấy shop gửi mình hoá đơn mua hàng ạ. Shop bảo gửi email mà ngày nào cũng kiểm tra cũng chẳng thấy đâu cả. Mình muốn shop gửi luôn giúp mình đi ạ,-2.0
K set được  cho máy lạnh sharp,-2.0
Để. Đây. Và .không .nói gì nữa chứ k có j hay ho để nói (...) .đjskh,0.0
Mất một nút bấm,-2.0
"Đt dùng rất chậm,bị đơ lắm",-2.0
"Tai nghe to, nặng, đeo vào mỏi tai.
Đặt mua màu đỏ, dây đỏ nhưng giao tai xanh, dây đen.
Thắc mắc không được phản hồi.",-2.0
Tai nghe kết nối kém. Phải mở ra mở vào mãi mới kết nối đc. Âm thanh thì bthg k thể đòi hỏi nhiều ở sp tầm giá này.,-2.0
"Hàng chính hãng, kích hoạt đủ 12 tháng bảo hành nhưng quá chán thời gian giao hàng, cùng tphcm mà mất 7 ngày mới nhận được hàng, mất 3 ngày để shop đóng gói + 4 ngày vận chuyển, gọi tổng đài giao hàng nhanh muốn cháy máy luôn mới chịu giao, rẻ hơn ở cửa hàng 100-200k mà ôm cục tức vào người",1.0
Chất lượng âm thanh của tai nghe khá ổn á. Chống ồn tốt nhưng mà hơi lớn so với tai mình. Với cả chẳng hiểu sao cái dừng bài hát bằng phần cảm ứng của mình lại ko sử dụng dc í. Xu ghê:),1.0
"Loa khá rè,bận nhỏ nhưng vẫn rè. Với tầm giá thì tạm chấp nhận được",1.0
Loa bé hơn so với mình tưởng tượng mặt gương thì xước rất nhiều ạ :((((,-2.0
"dùng ok lắm nma anh shipper kì cục lắm =)))) bảo rõ ràng ship giờ hành chính mà anh ship quả CN còn ship ra công ty bắt em từ nhà ra lấy từ sáng sớm thì em quỳ lạy anh lun =)) chưa hết nhé, T2 mới nhận đc hàng mà anh báo đã nhận từ hôm CN =))) mong là từ đây say bye anh",2.0
"Viettel TB: Quy khach duoc cong 3GB (goi ST15KDS) de truy cap Internet trong 3 ngay (het luu luong, truy cap theo goi Mobile Internet dang su dung neu co). Soan KTTK de kiem tra luu luong, soan HUY ST15KDS de huy goi, tin nhan gui 191. Chi tiet LH 198 (0d). Tran trong.",0.0
Ship nhanh.hàng đúng màu.mỗi tội bass kém cực luôn.nói chung là 3/5 sao,0.0
Đồng hồ khá sĩ có chống nước mọi người nên mua thử và trải nghiệm sản phẩm em,2.0
Bth,1.0
"hàng đóng gói cẩn thận, giao nhanh. chất lượng thì bị lỗi. khi mình nói bên kia sẽ nghe rè rè xè xè và còn rất nhỏ nữa 😢 mình tính đổi mà lỡ bấm ""Đã nhận được hàng"" buồn dễ sợ lun",-2.0
"MUa ip với watch thì bị lỗi cái watch,shop nt rep lâu,,,,,,,,,,,",-1.0
Đồng hồ kh có có nút điều chỉnh và giờ kh đổi đc xem xét trc khi mua thật là thất vọng,-2.0
"Loa nghe rất ổn nhưng dây loa lại bị rè và mau hết pin nữa nha!

Nghe bằng bluetooth thì k vấn đề nhưng nghe bằng dây aux thì loa rè kinh khủng..",1.0
Đồng hồ đẹp ngoại hình. mà tháo lắp chỉnh cỡ tay khó lắm. Mối lắp dễ bung. Hối hận vì đã mua hàng rẻ tiền. Chỉ phù hợp với những ai có yêu cầu thấp với chất lượng sản phẩm. Mn cân nhắc ạ. 😭😭😭,-1.0
Giao hàng hẹn 7h sáng mà bắt chờ đến 1h chiều.ngong cả buổi mất bao thời gian,0.0
Tot,2.0
"Ship quá lâu, tiền thì trừ ngay, may đóng gói cẩn thận và hàng chuẩn new seal VNA, nhưng không thể đổ hết cho vận chuyển được, các đơn bthg từ LB chỉ mất 2 ngày, đây lại còn Mall giá trị cao. Trừ 2* để CH phối hợp Shopee làm ăn cho tử tế.",-1.0
"Đeo vào rất đau tai, âm thanh nghe cũng ổn nói chung tiền nao của đấy abcdefgh ijklmn opqrs",1.0
Sản phẩm cũng oke nhưng màu này không phải đỏ đô như quảng cáo nhé,1.0
Tai nghe lâu lâu bị tậm tịt. Kiểu dáng thì oke nhưng nghe lâu lâu lại bị nhiễu nhiễu. :(,-1.0
"Hàng thật chính hãng, lúc mới mua đt tưởng sẽ chụp đẹp bằng camera của Realme 5pro, hoá ra thua xa",0.0
Kém chất lượng pin báo ảo 30 phần trăm pin là sập nguồn,-2.0
Like,0.0
"Mẫu mã đẹp, màu sắc trẻ trung bắt mắt.
Tuy không cảm biến vân tay không nhạy, rất khó để nhận dấu vân tay.
Nhận diện gương mặt cũng lúc nhận được không
Tính năng chụp màn hình bằng cách quẹt bàn tay thì 10 lần ăn 1 lần.
Nói chung cảm biến của điện thoại khá tệ
Loa khá rè âm thanh ko tốt
Chụp ảnh tạm",-1.0
"Đã nhận được hàng. 
Loa 1 bên nghe được còn 1 bên không.
Chính sách đổi trả hàng khá phức tạp nên thôi. 
Để dùng tạm ạ :)",-2.0
Không định dạng đc SD,-2.0
"Đánh giá tổng quan thiết kế thì khỏi nói rồi đẹp sang,  hiệu năng ổn định,  chơi game mượt,  màn hình hơi tệ , độ phân giải thấp,  ko đc nhạy thua mấy em đt 5tr, hệ điều hành tốt nhưng ko hoàn thiện, các thao tác cử chỉ ko thông minh = Android.  Giao hàng lâu.",0.0
Một đứa nghiện nhạc bass dày như mình thì loa này không phù hợp. Bật max volume bị rè vì bass làm rung giọng của ca sĩ chứ không phải loa lỗi hay hỏng. Tức là bass và vocal chưa tách biệt. Loa nghe không được to lắm. Max volume chỉ đủ quẩy trong phòng 20m2. Ngồi cafe vỉa hè không nghe thấy gì mất :),-2.0
Đồng hồ tạm đc phải tự chỉnh giờ và mặt đồng hồ bị xước,1.0
